Title,Artist,Rank,Last Week,Peak Positon,Weeks on charts,Date
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,101,128,78,10,2022-12-24
Moscow Mule,Bad Bunny,102,84,2,32,2022-12-24
Please Come Home For Christmas,Eagles,103,148,63,12,2022-12-24
Bones,Imagine Dragons,104,89,32,40,2022-12-24
Levitating,Dua Lipa,105,92,2,115,2022-12-24
Neverita,Bad Bunny,106,94,16,32,2022-12-24
Romantic Homicide,d4vd,107,100,35,15,2022-12-24
Shivers,Ed Sheeran,108,90,3,66,2022-12-24
Hallelujah,Pentatonix,109,156,55,13,2022-12-24
No Se Va,Grupo Frontera,110,101,31,12,2022-12-24
Here With Me,d4vd,111,110,105,5,2022-12-24
Have Yourself A Merry Little Christmas,Michael Buble,112,126,52,13,2022-12-24
Glimpse Of Us,Joji,113,93,2,27,2022-12-24
"Let It Snow, Let It Snow, Let It Snow",Frank Sinatra With The B. Swanson Quartet,114,133,41,12,2022-12-24
Raindrops (Insane),Metro Boomin & Travis Scott,115,30,30,2,2022-12-24
Lokera,"Rauw Alejandro, Lyanno & Brray",116,112,55,18,2022-12-24
Perfect,Ed Sheeran,117,109,30,119,2022-12-24
Lavender Haze,Taylor Swift,118,86,2,8,2022-12-24
Starboy,The Weeknd Featuring Daft Punk,119,106,52,76,2022-12-24
Like It's Christmas,Jonas Brothers,120,140,57,11,2022-12-24
Umbrella,"Metro Boomin, 21 Savage & Young Nudy",121,29,29,2,2022-12-24
Feliz Cumpleanos Ferxxo,Feid,122,105,61,15,2022-12-24
Rudolph The Red-Nosed Reindeer,Gene Autry,123,114,54,13,2022-12-24
Provenza,Karol G,124,103,6,34,2022-12-24
This Christmas,Donny Hathaway,125,183,62,11,2022-12-24
Christmastime Is Here,Vince Guaraldi Trio,126,155,82,10,2022-12-24
Monotonia,Shakira + Ozuna,127,96,18,8,2022-12-24
I Wanna Be Yours,Arctic Monkeys,128,116,73,15,2022-12-24
Cozy Little Christmas,Katy Perry,129,171,79,10,2022-12-24
You Make It Feel Like Christmas,Gwen Stefani Featuring Blake Shelton,130,146,61,10,2022-12-24
Bad Habits,Ed Sheeran,131,113,1,77,2022-12-24
Someday At Christmas,Lizzo,132,170,132,2,2022-12-24
Jimmy Cooks,Drake Featuring 21 Savage,133,99,3,26,2022-12-24
Midnight Rain,Taylor Swift,134,102,5,8,2022-12-24
Baby Shark,Pinkfong,135,119,38,118,2022-12-24
Antidepresan,Mert Demir & Mabel Matiz,136,164,136,2,2022-12-24
"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,137,142,133,4,2022-12-24
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,138,181,88,10,2022-12-24
On Time,Metro Boomin & John Legend,139,46,46,2,2022-12-24
Shut Down,BLACKPINK,140,117,1,13,2022-12-24
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,141,123,21,12,2022-12-24
Enemy,Imagine Dragons X JID,142,122,3,59,2022-12-24
Punto 40,Rauw Alejandro & Baby Rasta,143,115,72,10,2022-12-24
Wait For U,Future Featuring Drake & Tems,144,121,2,33,2022-12-24
How Do I Say Goodbye,Dean Lewis,145,151,89,11,2022-12-24
Step Into Christmas,Elton John,146,168,55,11,2022-12-24
First Love,Utada Hikaru,147,-,147,1,2022-12-24
Hotel Lobby (Unc And Phew),Quavo & Takeoff,148,118,77,12,2022-12-24
Unstoppable,Sia,149,138,83,44,2022-12-24
Bejeweled,Taylor Swift,150,111,8,8,2022-12-24
I Like You (A Happier Song),Post Malone Featuring Doja Cat,151,124,7,28,2022-12-24
Gatita,Bellakath,152,-,152,1,2022-12-24
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,153,141,87,4,2022-12-24
Sunroof,Nicky Youre & dazy,154,134,26,30,2022-12-24
Trance,"Metro Boomin, Travis Scott & Young Thug",155,42,42,2,2022-12-24
Hype Boy,NewJeans,156,147,52,19,2022-12-24
Easy On Me,Adele,157,137,1,62,2022-12-24
Pink Venom,BLACKPINK,158,129,1,17,2022-12-24
Happy Holiday/The Holiday Season,Andy Williams,159,-,56,10,2022-12-24
Cairo,Karol G & Ovy On The Drums,160,125,89,4,2022-12-24
Super Freaky Girl,Nicki Minaj,161,131,5,18,2022-12-24
I'll Be Home For Christmas,Michael Buble,162,-,92,6,2022-12-24
Around Me,Metro Boomin Featuring Don Toliver,163,56,56,2,2022-12-24
Forgiveless,SZA Featuring Ol' Dirty Bastard,164,-,164,1,2022-12-24
My Only Wish (This Year),Britney Spears,165,199,112,7,2022-12-24
About Damn Time,Lizzo,166,135,6,35,2022-12-24
You Proof,Morgan Wallen,167,143,22,31,2022-12-24
Winter Wonderland,Darlene Love,168,-,102,5,2022-12-24
(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,169,-,55,12,2022-12-24
Metro Spider,Metro Boomin & Young Thug,170,47,47,2,2022-12-24
Late Night Talking,Harry Styles,171,132,2,30,2022-12-24
Believer,Imagine Dragons,172,160,52,119,2022-12-24
Without Me,Eminem,173,157,39,62,2022-12-24
Fairytale Of New York,The Pogues Featuring Kirsty MacColl,174,197,49,11,2022-12-24
"Merry Christmas, Happy Holidays",'N Sync,175,-,97,7,2022-12-24
Dandelions,Ruth B.,176,152,51,48,2022-12-24
Someone You Loved,Lewis Capaldi,177,161,24,119,2022-12-24
Running Up That Hill (A Deal With God),Kate Bush,178,139,1,29,2022-12-24
Dream On,Aerosmith,179,166,110,6,2022-12-24
Gangsta's Paradise,Coolio Featuring L.V.,180,173,21,74,2022-12-24
Have Yourself A Merry Little Christmas,Frank Sinatra,181,193,167,5,2022-12-24
"Baby, It's Cold Outside",Dean Martin,182,179,84,10,2022-12-24
Snow On The Beach,Taylor Swift Featuring Lana Del Rey,183,127,3,8,2022-12-24
Lovely,Billie Eilish & Khalid,184,174,70,119,2022-12-24
Yellow,Coldplay,185,162,68,88,2022-12-24
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,186,-,73,8,2022-12-24
Die For You,Joji,187,154,34,6,2022-12-24
Spin Bout U,Drake & 21 Savage,188,145,7,6,2022-12-24
Maroon,Taylor Swift,189,130,4,8,2022-12-24
Pepas,Farruko,190,169,7,74,2022-12-24
Shut Up My Moms Calling,Hotel Ugly,191,-,191,2,2022-12-24
Hold Me Closer,Elton John & Britney Spears,192,149,6,16,2022-12-24
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,193,189,41,119,2022-12-24
Shape Of You,Ed Sheeran,194,184,55,119,2022-12-24
Happier Than Ever,Billie Eilish,195,167,6,72,2022-12-24
Besos Moja2,Wisin & Yandel + Rosalia,196,159,102,11,2022-12-24
"You're On Your Own, Kid",Taylor Swift,197,144,7,8,2022-12-24
Industry Baby,Lil Nas X & Jack Harlow,198,172,2,73,2022-12-24
Rock And A Hard Place,Bailey Zimmerman,199,178,59,27,2022-12-24
Viva La Vida,Coldplay,200,185,114,17,2022-12-24
All I Want For Christmas Is You,Mariah Carey,1,1,1,27,2022-12-31
Last Christmas,Wham!,2,3,2,23,2022-12-31
Rockin' Around The Christmas Tree,Brenda Lee,3,2,2,20,2022-12-31
Jingle Bell Rock,Bobby Helms,4,4,4,20,2022-12-31
Kill Bill,SZA,5,5,5,2,2022-12-31
Santa Tell Me,Ariana Grande,6,8,5,20,2022-12-31
It's Beginning To Look A Lot Like Christmas,Michael Buble,7,10,6,20,2022-12-31
It's The Most Wonderful Time Of The Year,Andy Williams,8,9,7,19,2022-12-31
Unholy,Sam Smith & Kim Petras,9,6,1,13,2022-12-31
Feliz Navidad,Jose Feliciano,10,13,9,18,2022-12-31
A Holly Jolly Christmas,Burl Ives,11,15,11,18,2022-12-31
Underneath The Tree,Kelly Clarkson,12,14,8,19,2022-12-31
Creepin',"Metro Boomin, The Weeknd & 21 Savage",13,7,3,3,2022-12-31
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,14,17,11,18,2022-12-31
Anti-Hero,Taylor Swift,15,11,1,9,2022-12-31
Calm Down,Rema & Selena Gomez,16,16,5,25,2022-12-31
Sleigh Ride,The Ronettes,17,22,13,17,2022-12-31
I'm Good (Blue),David Guetta & Bebe Rexha,18,18,2,17,2022-12-31
Snowman,Sia,19,31,19,22,2022-12-31
As It Was,Harry Styles,20,20,1,38,2022-12-31
The Christmas Song (Merry Christmas To You),Nat King Cole,21,33,16,17,2022-12-31
Merry Christmas,Ed Sheeran & Elton John,22,56,15,8,2022-12-31
Wonderful Christmastime,Paul McCartney,23,51,18,17,2022-12-31
Escapism,RAYE Featuring 070 Shake,24,28,24,4,2022-12-31
Christmas (Baby Please Come Home),Darlene Love,25,42,25,17,2022-12-31
White Christmas,Bing Crosby,26,38,24,17,2022-12-31
Rich Flex,Drake & 21 Savage,27,21,1,7,2022-12-31
Made You Look,Meghan Trainor,28,23,6,9,2022-12-31
Mistletoe,Justin Bieber,29,43,19,18,2022-12-31
Holly Jolly Christmas,Michael Buble,30,53,29,15,2022-12-31
La Bachata,Manuel Turizo,31,30,6,24,2022-12-31
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,32,59,26,14,2022-12-31
La Jumpa,Arcangel & Bad Bunny,33,32,19,3,2022-12-31
Let Go,Central Cee,34,-,34,1,2022-12-31
Deck The Halls,Nat King Cole,35,57,35,13,2022-12-31
Ditto,NewJeans,36,-,36,1,2022-12-31
Under The Influence,Chris Brown,37,35,3,22,2022-12-31
Nobody Gets Me,SZA,38,12,12,2,2022-12-31
Me Porto Bonito,Bad Bunny & Chencho Corleone,39,40,2,33,2022-12-31
Another Love,Tom Odell,40,39,14,86,2022-12-31
Do They Know It's Christmas?,Band Aid,41,46,20,16,2022-12-31
Jingle Bells,Frank Sinatra,42,58,42,15,2022-12-31
Despecha,Rosalia,43,74,6,21,2022-12-31
Titi Me Pregunto,Bad Bunny,44,41,4,33,2022-12-31
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,45,48,1,24,2022-12-31
Until I Found You,Stephen Sanchez,46,50,44,32,2022-12-31
It's Beginning To Look Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,47,45,27,16,2022-12-31
Miss You,Oliver Tree & Robin Schulz,48,44,11,11,2022-12-31
Blue Christmas,Elvis Presley,49,65,36,14,2022-12-31
I Ain't Worried,OneRepublic,50,47,5,29,2022-12-31
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",51,29,8,3,2022-12-31
Little Saint Nick,The Beach Boys,52,86,52,14,2022-12-31
Golden Hour,JVKE,53,63,25,17,2022-12-31
Shirt,SZA,54,25,18,8,2022-12-31
Santa Claus Is Comin' To Town,Jackson 5,55,84,44,14,2022-12-31
Run Rudolph Run,Chuck Berry,56,78,22,15,2022-12-31
Bloody Mary,Lady Gaga,57,54,54,3,2022-12-31
Hey Mor,Ozuna Featuring Feid,58,64,27,10,2022-12-31
Merry Christmas Everyone,Shakin' Stevens,59,80,40,14,2022-12-31
Bad Habit,Steve Lacy,60,55,8,24,2022-12-31
Save Your Tears,The Weeknd & Ariana Grande,61,60,1,103,2022-12-31
You Make It Feel Like Christmas,Gwen Stefani Featuring Blake Shelton,62,130,61,11,2022-12-31
Blind,SZA,63,19,19,2,2022-12-31
Low,SZA,64,24,24,2,2022-12-31
Driving Home For Christmas,Chris Rea,65,94,27,14,2022-12-31
Die For You,The Weeknd,66,66,36,42,2022-12-31
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,67,101,67,11,2022-12-31
Cuff It,Beyonce,68,68,12,21,2022-12-31
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,69,91,53,14,2022-12-31
Ojitos Lindos,Bad Bunny & Bomba Estereo,70,70,4,33,2022-12-31
Heat Waves,Glass Animals,71,72,1,103,2022-12-31
Efecto,Bad Bunny,72,76,7,33,2022-12-31
Subtitle,Official HIGE DANdism,73,75,29,10,2022-12-31
Mockingbird,Eminem,74,81,44,10,2022-12-31
Please Come Home For Christmas,Eagles,75,103,63,13,2022-12-31
Rudolph The Red-Nosed Reindeer,Gene Autry,76,123,54,14,2022-12-31
Just Wanna Rock,Lil Uzi Vert,77,89,30,10,2022-12-31
Kick Back,Kenshi Yonezu,78,79,13,11,2022-12-31
"Let It Snow, Let It Snow, Let It Snow",Frank Sinatra With The B. Swanson Quartet,79,114,41,13,2022-12-31
Dreamers (Music From The FIFA World Cup Qatar 2022),Jung Kook,80,73,9,5,2022-12-31
Snap,Rosa Linn,81,88,18,24,2022-12-31
Someday At Christmas,Lizzo,82,132,82,3,2022-12-31
Something In The Orange,Zach Bryan,83,90,23,34,2022-12-31
Have Yourself A Merry Little Christmas,Michael Buble,84,112,52,14,2022-12-31
Love Language,SZA,85,26,26,2,2022-12-31
Blinding Lights,The Weeknd,86,96,2,120,2022-12-31
Like It's Christmas,Jonas Brothers,87,120,57,12,2022-12-31
Lift Me Up,Rihanna,88,82,3,8,2022-12-31
Sweater Weather,The Neighbourhood,89,92,25,117,2022-12-31
Stay,The Kid LAROI & Justin Bieber,90,98,1,76,2022-12-31
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,91,138,88,11,2022-12-31
Cold Heart (PNAU Remix),Elton John & Dua Lipa,92,99,3,71,2022-12-31
Cozy Little Christmas,Katy Perry,93,129,79,11,2022-12-31
Antifragile,LE SSERAFIM,94,100,38,10,2022-12-31
Hallelujah,Pentatonix,95,109,55,14,2022-12-31
Snooze,SZA,96,36,36,2,2022-12-31
Antidepresan,Mert Demir & Mabel Matiz,97,136,97,3,2022-12-31
No Se Va,Grupo Frontera,98,110,31,13,2022-12-31
This Christmas,Donny Hathaway,99,125,62,12,2022-12-31
Seek & Destroy,SZA,100,27,27,2,2022-12-31
Levitating,Dua Lipa,101,105,2,116,2022-12-31
"Baby, It's Cold Outside",Dean Martin,102,182,84,11,2022-12-31
Bones,Imagine Dragons,103,104,32,41,2022-12-31
Here With Me,d4vd,104,111,104,6,2022-12-31
"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,105,137,105,5,2022-12-31
Moscow Mule,Bad Bunny,106,102,2,33,2022-12-31
Step Into Christmas,Elton John,107,146,55,12,2022-12-31
Shivers,Ed Sheeran,108,108,3,67,2022-12-31
Neverita,Bad Bunny,109,106,16,33,2022-12-31
Lokera,"Rauw Alejandro, Lyanno & Brray",110,116,55,19,2022-12-31
Christmastime Is Here,Vince Guaraldi Trio,111,126,82,11,2022-12-31
Perfect,Ed Sheeran,112,117,30,120,2022-12-31
My Only Wish (This Year),Britney Spears,113,165,112,8,2022-12-31
Feliz Cumpleanos Ferxxo,Feid,114,122,61,16,2022-12-31
Romantic Homicide,d4vd,115,107,35,16,2022-12-31
Happy Holiday/The Holiday Season,Andy Williams,116,159,56,11,2022-12-31
Used,SZA Featuring Don Toliver,117,34,34,2,2022-12-31
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,118,85,23,3,2022-12-31
Starboy,The Weeknd Featuring Daft Punk,119,119,52,77,2022-12-31
Winter Wonderland,Darlene Love,120,168,102,6,2022-12-31
Provenza,Karol G,121,124,6,35,2022-12-31
Have Yourself A Merry Little Christmas,Frank Sinatra,122,181,122,6,2022-12-31
Glimpse Of Us,Joji,123,113,2,28,2022-12-31
Fairytale Of New York,The Pogues Featuring Kirsty MacColl,124,174,49,12,2022-12-31
Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",125,87,21,3,2022-12-31
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,126,186,73,9,2022-12-31
Santa Claus Is Comin' To Town,Bruce Springsteen,127,-,115,6,2022-12-31
I'll Be Home For Christmas,Michael Buble,128,162,92,7,2022-12-31
Marisola,Cris Mj Featuring Standly,129,-,129,1,2022-12-31
Bad Habits,Ed Sheeran,130,131,1,78,2022-12-31
Hype Boy,NewJeans,131,156,52,20,2022-12-31
I Wanna Be Yours,Arctic Monkeys,132,128,73,16,2022-12-31
Good Days,SZA,133,77,7,31,2022-12-31
Monotonia,Shakira + Ozuna,134,127,18,9,2022-12-31
Special,SZA,135,49,49,2,2022-12-31
Ghost In The Machine,SZA Featuring Phoebe Bridgers,136,52,52,2,2022-12-31
Jimmy Cooks,Drake Featuring 21 Savage,137,133,3,27,2022-12-31
Lavender Haze,Taylor Swift,138,118,2,9,2022-12-31
Baby Shark,Pinkfong,139,135,38,119,2022-12-31
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,140,153,87,5,2022-12-31
What Christmas Means To Me,Stevie Wonder,141,-,93,6,2022-12-31
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,142,141,21,13,2022-12-31
Enemy,Imagine Dragons X JID,143,142,3,60,2022-12-31
Punto 40,Rauw Alejandro & Baby Rasta,144,143,72,11,2022-12-31
Shut Down,BLACKPINK,145,140,1,14,2022-12-31
Open Arms,SZA Featuring Travis Scott,146,67,67,2,2022-12-31
SOS,SZA,147,37,37,2,2022-12-31
Christmas Lights,Coldplay,148,-,85,8,2022-12-31
Unstoppable,Sia,149,149,83,45,2022-12-31
Face 2 Face,Juice WRLD,150,-,150,1,2022-12-31
Wait For U,Future Featuring Drake & Tems,151,144,2,34,2022-12-31
Hotel Lobby (Unc And Phew),Quavo & Takeoff,152,148,77,13,2022-12-31
How Do I Say Goodbye,Dean Lewis,153,145,89,12,2022-12-31
Sunroof,Nicky Youre & dazy,154,154,26,31,2022-12-31
Sure Thing,Miguel,155,-,155,1,2022-12-31
Nothing Is Lost (You Give Me Strength),The Weeknd,156,-,156,1,2022-12-31
Midnight Rain,Taylor Swift,157,134,5,9,2022-12-31
I Like You (A Happier Song),Post Malone Featuring Doja Cat,158,151,7,29,2022-12-31
"Merry Christmas, Happy Holidays",'N Sync,159,175,97,8,2022-12-31
Easy On Me,Adele,160,157,1,63,2022-12-31
Believer,Imagine Dragons,161,172,52,120,2022-12-31
One More Sleep,Leona Lewis,162,-,101,5,2022-12-31
Pink Venom,BLACKPINK,163,158,1,18,2022-12-31
Without Me,Eminem,164,173,39,63,2022-12-31
Shut Up My Moms Calling,Hotel Ugly,165,191,165,3,2022-12-31
Cairo,Karol G & Ovy On The Drums,166,160,89,5,2022-12-31
Super Freaky Girl,Nicki Minaj,167,161,5,19,2022-12-31
Dandelions,Ruth B.,168,176,51,49,2022-12-31
Christmas (Baby Please Come Home),Mariah Carey,169,-,129,4,2022-12-31
Gone Girl,SZA,170,61,61,2,2022-12-31
About Damn Time,Lizzo,171,166,6,36,2022-12-31
Gangsta's Paradise,Coolio Featuring L.V.,172,180,21,75,2022-12-31
I Saw Mommy Kissing Santa Claus,Jackson 5,173,-,128,5,2022-12-31
Someone You Loved,Lewis Capaldi,174,177,24,120,2022-12-31
Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,175,-,117,5,2022-12-31
(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,176,169,55,13,2022-12-31
Pepas,Farruko,177,190,7,75,2022-12-31
Dream On,Aerosmith,178,179,110,7,2022-12-31
Have Yourself A Merry Little Christmas,Sam Smith,179,-,106,4,2022-12-31
Lovely,Billie Eilish & Khalid,180,184,70,120,2022-12-31
Notice Me,SZA,181,62,62,2,2022-12-31
Bejeweled,Taylor Swift,182,150,8,9,2022-12-31
I Hate U,SZA,183,93,11,19,2022-12-31
Shape Of You,Ed Sheeran,184,194,55,120,2022-12-31
Yellow,Coldplay,185,185,68,89,2022-12-31
Viva La Vida,Coldplay,186,200,114,18,2022-12-31
Late Night Talking,Harry Styles,187,171,2,31,2022-12-31
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,188,-,138,3,2022-12-31
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,189,193,41,120,2022-12-31
You Proof,Morgan Wallen,190,167,22,32,2022-12-31
Running Up That Hill (A Deal With God),Kate Bush,191,178,1,30,2022-12-31
Happier Than Ever,Billie Eilish,192,195,6,73,2022-12-31
Someday At Christmas,Stevie Wonder,193,-,193,1,2022-12-31
Winter Wonderland,Bing Crosby,194,-,194,1,2022-12-31
Industry Baby,Lil Nas X & Jack Harlow,195,198,2,74,2022-12-31
What Christmas Means To Me,John Legend Featuring Stevie Wonder,196,-,91,8,2022-12-31
Gatubela,Karol G x Maldy,197,-,23,16,2022-12-31
Candy,NCT DREAM,198,-,198,1,2022-12-31
Que Agonia,Yuridia & Angela Aguilar,199,-,192,3,2022-12-31
Metamorphosis,INTERWORLD,200,-,200,1,2022-12-31
All I Want For Christmas Is You,Mariah Carey,1,1,1,28,2023-01-01
Last Christmas,Wham!,2,2,2,24,2023-01-01
Rockin' Around The Christmas Tree,Brenda Lee,3,3,2,21,2023-01-01
Jingle Bell Rock,Bobby Helms,4,4,4,21,2023-01-01
Feliz Navidad,Jose Feliciano,5,10,5,19,2023-01-01
Santa Tell Me,Ariana Grande,6,6,5,21,2023-01-01
It's Beginning To Look A Lot Like Christmas,Michael Buble,7,7,6,21,2023-01-01
It's The Most Wonderful Time Of The Year,Andy Williams,8,8,7,20,2023-01-01
Underneath The Tree,Kelly Clarkson,9,12,8,20,2023-01-01
A Holly Jolly Christmas,Burl Ives,10,11,10,19,2023-01-01
Kill Bill,SZA,11,5,5,3,2023-01-01
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,12,14,11,19,2023-01-01
Unholy,Sam Smith & Kim Petras,13,9,1,14,2023-01-01
Sleigh Ride,The Ronettes,14,17,13,18,2023-01-01
Snowman,Sia,15,19,15,23,2023-01-01
The Christmas Song (Merry Christmas To You),Nat King Cole,16,21,16,18,2023-01-01
Calm Down,Rema & Selena Gomez,17,16,5,26,2023-01-01
Wonderful Christmastime,Paul McCartney,18,23,18,18,2023-01-01
Merry Christmas,Ed Sheeran & Elton John,19,22,15,9,2023-01-01
Anti-Hero,Taylor Swift,20,15,1,10,2023-01-01
Creepin',"Metro Boomin, The Weeknd & 21 Savage",21,13,3,4,2023-01-01
Christmas (Baby Please Come Home),Darlene Love,22,25,22,18,2023-01-01
White Christmas,Bing Crosby,23,26,23,18,2023-01-01
Holly Jolly Christmas,Michael Buble,24,30,24,16,2023-01-01
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,25,32,25,15,2023-01-01
Ditto,NewJeans,26,36,26,2,2023-01-01
Mistletoe,Justin Bieber,27,29,19,19,2023-01-01
I'm Good (Blue),David Guetta & Bebe Rexha,28,18,2,18,2023-01-01
As It Was,Harry Styles,29,20,1,39,2023-01-01
Do They Know It's Christmas?,Band Aid,30,41,20,17,2023-01-01
Deck The Halls,Nat King Cole,31,35,31,14,2023-01-01
Jingle Bells,Frank Sinatra,32,42,32,16,2023-01-01
Escapism,RAYE Featuring 070 Shake,33,24,24,5,2023-01-01
La Bachata,Manuel Turizo,34,31,6,25,2023-01-01
Blue Christmas,Elvis Presley,35,49,35,15,2023-01-01
It's Beginning To Look Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,36,47,27,17,2023-01-01
Gato de Noche,Nengo Flow & Bad Bunny,37,-,37,1,2023-01-01
Made You Look,Meghan Trainor,38,28,6,10,2023-01-01
Driving Home For Christmas,Chris Rea,39,65,27,15,2023-01-01
Merry Christmas Everyone,Shakin' Stevens,40,59,40,15,2023-01-01
Little Saint Nick,The Beach Boys,41,52,41,15,2023-01-01
La Jumpa,Arcangel & Bad Bunny,42,33,19,4,2023-01-01
Run Rudolph Run,Chuck Berry,43,56,22,16,2023-01-01
Rich Flex,Drake & 21 Savage,44,27,1,8,2023-01-01
Me Porto Bonito,Bad Bunny & Chencho Corleone,45,39,2,34,2023-01-01
Titi Me Pregunto,Bad Bunny,46,44,4,34,2023-01-01
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,47,45,1,25,2023-01-01
Santa Claus Is Comin' To Town,Jackson 5,48,55,44,15,2023-01-01
Under The Influence,Chris Brown,49,37,3,23,2023-01-01
Until I Found You,Stephen Sanchez,50,46,44,33,2023-01-01
I Ain't Worried,OneRepublic,51,50,5,30,2023-01-01
Another Love,Tom Odell,52,40,14,87,2023-01-01
"Let It Snow, Let It Snow, Let It Snow",Frank Sinatra With The B. Swanson Quartet,53,79,41,14,2023-01-01
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,54,69,53,15,2023-01-01
Despecha,Rosalia,55,43,6,22,2023-01-01
You Make It Feel Like Christmas,Gwen Stefani Featuring Blake Shelton,56,62,56,12,2023-01-01
Please Come Home For Christmas,Eagles,57,75,57,14,2023-01-01
Golden Hour,JVKE,58,53,25,18,2023-01-01
Miss You,Oliver Tree & Robin Schulz,59,48,11,12,2023-01-01
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,60,67,60,12,2023-01-01
Let Go,Central Cee,61,34,34,2,2023-01-01
Save Your Tears,The Weeknd & Ariana Grande,62,61,1,104,2023-01-01
Hey Mor,Ozuna Featuring Feid,63,58,27,11,2023-01-01
This Christmas,Donny Hathaway,64,99,62,13,2023-01-01
Bad Habit,Steve Lacy,65,60,8,25,2023-01-01
Have Yourself A Merry Little Christmas,Michael Buble,66,84,52,15,2023-01-01
Bloody Mary,Lady Gaga,67,57,54,4,2023-01-01
Nobody Gets Me,SZA,68,38,12,3,2023-01-01
Rudolph The Red-Nosed Reindeer,Gene Autry,69,76,54,15,2023-01-01
Die For You,The Weeknd,70,66,36,43,2023-01-01
Subtitle,Official HIGE DANdism,71,73,29,11,2023-01-01
Heat Waves,Glass Animals,72,71,1,104,2023-01-01
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",73,51,8,4,2023-01-01
Step Into Christmas,Elton John,74,107,55,13,2023-01-01
Ojitos Lindos,Bad Bunny & Bomba Estereo,75,70,4,34,2023-01-01
Cozy Little Christmas,Katy Perry,76,93,76,12,2023-01-01
Cuff It,Beyonce,77,68,12,22,2023-01-01
Like It's Christmas,Jonas Brothers,78,87,57,13,2023-01-01
Someday At Christmas,Lizzo,79,82,79,4,2023-01-01
