Title;Artist;Rank;Last Week;Peak Positon;Weeks on charts;Date;Genre;Producers;Writers;Distributor
505;Arctic Monkeys;103;100;100;31;2022-10-01;Rock, UK Pop, Indie Pop, Post-Britpop, Psychedelic, Psychedelic Rock, Rock Pop, Alternative Pop, Alternative, Alternative Rock, Pop-Rock, Indie, British Rock, Post-Punk Revival, Garage Rock, UK, Indie Rock;Mike Crossey & James Ford;Alex Turner, Jamie Cook, Matt Helders & Nick O’Malley;None
Bound 2;Kanye West;104;108;104;3;2022-10-01;Pop, Rap, Hip-Hop, Experimental Pop, Soul Rap, Soul Pop, Soul, Experimental, Chicago Rap, Art Pop, Neo Soul, Chipmunk Soul, Pop Rap, Experimental Hip-Hop;Eric Danchild, Che Pope, Noah Goldstein, MIKE DEAN, No I.D. & Kanye West;John Legend, , Lester Allen McKenzie, Noah Goldstein, MIKE DEAN, The World Famous Tony Williams, Ronnie Self, Robert Dukes, , Norman Whiteside, Sakiya Sandifer, Malik Yusef, , Elon Rutberg, , Charlie Wilson & Kanye West;None
abcdefu;GAYLE;105;102;1;45;2022-10-01;Rock, Pop, TikTok, Alternative Pop, Pop-Rock;Pete Nappi;GAYLE, & David Pittenger;Atlantic Records
Ojos Marrones;Lasso;106;87;66;12;2022-10-01;Pop, Venezuela, Latin Music, Latin Pop, En Español;Renzo Bravo & Orlando Vitto;Luis Jimenez, Lasso & Agustín Zubillaga;None
I'm Not The Only One;Sam Smith;107;103;103;5;2022-10-01;R&B, Pop, Orchestral, Singer-Songwriter, Piano, Adult Contemporary, Blue-Eyed Soul, Soul, Soul Pop, Ballad, Pop-Rock, UK;Steve Fitzmaurice & Jimmy Napes;Sam Smith & Jimmy Napes;None
Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;108;105;41;107;2022-10-01;Rap, Pop, R&B, Alternative, Pop Rap, Alternative Pop, Synth-Pop, Alternative R&B, Marvel, Soundtrack;Carter Lang & Louis Bell;Post Malone, Carl Rosen, Carter Lang, Swae Lee, & Billy Walsh;None
Despues de La Playa;Bad Bunny;109;93;7;20;2022-10-01;Pop, Cuarteto, Mambo, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;MAG, Elikai, La Paciencia & Dahian El Apechao;Bad Bunny;The Orchard
Call Out My Name;The Weeknd;110;101;97;14;2022-10-01;Pop, R&B, Singer-Songwriter, Downtempo, Canada, Alternative R&B, Ballad, Dark Pop;Ging;Ging, Nicolas Jaar & The Weeknd;None
Only Love Can Hurt Like This;Paloma Faith;111;90;75;19;2022-10-01;Pop, Adult Contemporary, Ballad, Soul Pop, Soul, UK;Kyle Townsend & AC Burrell;Diane Warren;None
September;Earth, Wind & Fire;112;-;102;4;2022-10-01;R&B, Memes, Singer-Songwriter, Seventies, Soul Pop, Adult Contemporary, Pop-Rock, Soul, Funk, Disco;Maurice White;Allee Willis, & Maurice White;None
Circles;Post Malone;113;109;49;107;2022-10-01;Rock, R&B, Pop, Synth Rock, Soft Rock, Pop-Rock, Chill, Nu Disco, Synth-Pop;Post Malone, Louis Bell & Ging;Tyler Armes, Post Malone, Louis Bell, , Kaan Güneşberk & Billy Walsh;None
Viva La Vida;Coldplay;114;115;114;5;2022-10-01;Pop, Rock, Rock Pop, UK Pop, Chamber Pop, Alternative Pop, Alternative, Alternative Rock, Classical Crossover, Art Pop, Art Rock, Singer-Songwriter, Orchestral, Adult Alternative, Adult Contemporary, Pop-Rock, Chamber Music, Baroque Pop, British Rock, Soundtrack, UK;Brian Eno, Markus Dravs & Rik Simpson;Chris Martin, Guy Berryman, Jonny Buckland & Will Champion;None
Lovely;Billie Eilish & Khalid;115;121;70;107;2022-10-01;Pop, TikTok, Chamber Pop, Baroque Pop, Chamber Music, Alternative Pop, Soul, Ballad;FINNEAS;FINNEAS, & Khalid;None
Without Me;Eminem;116;116;39;50;2022-10-01;Rap, Comedy, Memes, Soundtrack, Hip-Hop, Hardcore Hip-Hop, Satire;Jeff Bass, DJ Head & Eminem;Eminem, , Shawn Baumgardner, Urban Kris, , Trevor Horn, Anne Dudley & Malcolm McLaren;Universal Music Group
Thank God;Kane Brown With Katelyn Brown;117;62;62;2;2022-10-01;Country, New Wave, Pop Country, Ballad, Folk Pop, Duet;Dann Huff;Christian Stalnecker, Jared Mullins, Jaxson Free, Josh Hoge & Kyle Fishman;None
Shinunoga E-Wa;Fujii Kaze;118;188;118;2;2022-10-01;Pop, Genius Japan, Japanese, Japan, J-Pop;Yaffle;藤井風 (Fujii Kaze);None
I Wanna Be Yours;Arctic Monkeys;119;139;119;3;2022-10-01;Rock, Psychedelic Soul, Poetry, Adult Alternative, British Rock, Psychedelic Rock, UK, Indie Rock, Alternative Rock;Ross Orton & James Ford;John Cooper Clarke & Arctic Monkeys;None
Rock And A Hard Place;Bailey Zimmerman;120;114;59;15;2022-10-01;Country, Singer-Songwriter;Austin Shawn;Heath Warren, Jacob Hackworth & Jet Harvey;None
Where Are You Now;Lost Frequencies & Calum Scott;121;98;22;54;2022-10-01;Pop, Tropical House, UK, België/Belgique, EDM, Dance-Pop, Dance;Lost Frequencies;Joacim Persson, Dag Lundberg, Sebastian Arman, Michael Patrick Kelly & Lost Frequencies;None
Murder In My Mind;Kordhell;122;113;113;6;2022-10-01;Rap, Drift Phonk, Electro House, House, Electronic, EDM, Phonk;Kordhell;Kordhell;The Orchard
Betty (Get Money);Yung Gravy;123;99;81;11;2022-10-01;Country, Ballad, Alternative Country, Alternative Rock, Folk Rock, Folk, Alternative Pop, Alternative, Americana, Pop Country, Singer-Songwriter;Joe Alwyn, Aaron Dessner, Jack Antonoff & Taylor Swift;Joe Alwyn & Taylor Swift;None
Don't You Worry;Black Eyed Peas, Shakira + David Guetta;124;118;103;7;2022-10-01;Pop, Dance-Pop, Dance, EDM, Latin Pop, Latin Music, Electro, Electronica, Electro-Pop, Electronic, Colombia, France;will.i.am, David Guetta, Johnny Goldstein, Mike Hawkins & Toby Green;David Guetta, Toby Green, Mike Hawkins, Johnny Goldstein, Taboo, apl.de.ap, Shakira & will.i.am;Universal Music Group & Sony Music Entertainment
Evergreen;Omar Apollo;125;-;125;1;2022-10-01;R&B, UK R&B, Alternative Pop, Indie Pop;Teo Halm and Manuel Barajas;Paul Williams;None
Middle Of The Night;Elley Duhe;126;110;25;36;2022-10-01;Pop, Electro-Pop;Andrew Wells;RØMANS, Elley Duhé & Andrew Wells;None
I Was Never There;The Weeknd Featuring Gesaffelstein;127;125;125;9;2022-10-01;Pop, R&B, Future Garage, Electro-Pop, Alternative R&B;Ging & Gesaffelstein;Ging, Gesaffelstein & The Weeknd;None
MAMIII;Becky G X Karol G;128;107;4;32;2022-10-01;Pop, Reggaetón, México, Latin Pop, Latin Urban, En Español, Colombia, Latin Music;Ovy On The Drums;Justin Quiles, Daniel Uribe, Daniel Echevarria, Ovy On The Drums, ELENA ROSE, Becky G. & KAROL G;Sony Music Entertainment
Staying Alive;DJ Khaled Featuring Drake & Lil Baby;129;88;10;7;2022-10-01;Rap, Atlanta Rap, Canada, Trap;Nyan & Tim Suby;DJ Khaled, Drake, Lil Baby, Nyan, Tim Suby, Barry Gibb, Maurice Gibb & Robin Gibb;None
Something Just Like This;The Chainsmokers & Coldplay;130;126;102;90;2022-10-01;Rock, Pop, Rock Pop, UK Pop, Electro, Dance Rock, Dance-Pop, British Rock, Electronic Rock, Piano Rock, Pop-Rock, Piano, EDM, Adult Contemporary, Future Bass, UK, Electro-Pop, Electronic, Dance;The Chainsmokers;Will Champion, Guy Berryman, Jonny Buckland, Andrew Taggart & Chris Martin;None
Dance Monkey;Tones And I;131;122;16;107;2022-10-01;Pop, Dance-Pop, Australia;Konstantin Kersting;Tones and I;None
La Cancion;J Balvin & Bad Bunny;132;123;123;23;2022-10-01;Pop, Latin Pop, Dancehall, Reggaetón, Puerto Rico, Colombia, En Español, Latin Music, Latin Urban;Nicael;;Universal Music Group
Dynamite;BTS;133;124;1;107;2022-10-01;Pop, K-Pop (케이팝), South Korea, Nu Disco, Boy Band, Genius Korea;David Stewart;Jessica Agombar & David Stewart;None
Do I Wanna Know?;Arctic Monkeys;134;128;127;18;2022-10-01;Rock, Pop-Rock, Psychedelic, Alternative Pop, Blues, Adult Alternative, Alternative, Indie, Alternative Rock, Psychedelic Rock, British Rock, UK, Soundtrack, Blues Rock, Indie Rock;Ross Orton & James Ford;Alex Turner;None
Shallow;Lady Gaga & Bradley Cooper;135;131;59;107;2022-10-01;Rock, Duet, Piano Rock, Piano, Folk Rock, Ballad, Musicals, Soundtrack;Benjamin Rice & Lady Gaga;Andrew Wyatt, Anthony Rossomando, Mark Ronson & Lady Gaga;Universal Music Group
The Hills;The Weeknd;136;135;44;36;2022-10-01;Pop, R&B, Alternative, Alternative Pop, Canada, Synth-Pop, Synthwave, Dark Pop, Trap, Alternative R&B;Mano & Illangelo;Thomas Raybould, Belly, , Mano &;None
Love Nwantiti (Ah Ah Ah);CKay;137;133;2;54;2022-10-01;Pop, Lo-Fi, Pop-R&B, TikTok, African Languages, Afrika, Nigerian Pidgin, Nigeria, Afrobeats;CKay & Tempoe;CKay;Warner Music Group
Everybody Wants To Rule The World;Tears For Fears;138;136;108;16;2022-10-01;Rock, Pop, Progressive Pop, Pop-Rock, British Rock, UK, Soundtrack, Synth Rock, Synth-Pop, Singer-Songwriter, Eighties, New Wave;Chris Hughes;Chris Hughes, & Roland Orzabal;None
Desesperados;Rauw Alejandro & Chencho Corleone;139;111;13;40;2022-10-01;Pop, Reggaetón, Latin Pop, Puerto Rico, En Español, Latin Urban, Latin Music;Mr. Naisgai, Dímelo Ninow, Dulce Como Candy & Rauw Alejandro;Dímelo Ninow, Colla Sensei, Kenobi Sensei, Dulce Como Candy, Mr. Naisgai, Eric Duars, Rauw Alejandro & Chencho Corleone;Sony Music Latin
Wasted On You;Morgan Wallen;140;146;19;35;2022-10-01;R&B, Country, Country Rap, Trap, Alternative R&B, Pop Country, Ballad, Singer-Songwriter;Jacob Durrett & Joey Moi;Charlie Handsome, Josh Thompson, ERNEST & Morgan Wallen;None
Bohemian Rhapsody;Queen;141;129;97;103;2022-10-01;Pop, Rock, Choral Music, Progressive Pop, Album-Oriented Rock (AOR), Memes, Ballad, Glam Rock, Art Rock, Opera, Piano Rock, British Rock, Hard Rock, Piano, Seventies, UK, Progressive Rock;Queen & Roy Thomas Baker;Freddie Mercury;None
Un Ratito;Bad Bunny;142;112;11;20;2022-10-01;Pop, Reggaetón, Puerto Rico, Latin Pop, Latin Urban, Latin Music, En Español;M. De La Cruz, Tainy & La Paciencia;Bad Bunny;The Orchard
Counting Stars;OneRepublic;143;142;96;82;2022-10-01;Rock, Pop, Folk Pop, Folk Rock, Folk, Dance-Pop, Dance, Dance Rock, Pop-Rock;Ryan Tedder & Noel Zancanella;Ryan Tedder;None
Atlantis;Seafret;144;140;140;4;2022-10-01;Pop, Rock, Pop-Rock;Steve Robson;Roy Stride, Harry Draper & Jack Sedman;None
Smells Like Teen Spirit;Nirvana;145;137;92;88;2022-10-01;Rock, Nineties, Alternative, Hard Rock, Grunge, Alternative Rock;Butch Vig;Krist Novoselic, Dave Grohl &;Uni Distribution
My Universe;Coldplay x BTS;146;132;1;52;2022-10-01;Rock, K-Rock, Korean, Boy Band, Genius Korea, South Korea, Electronic, UK, Pop-Rock;Oscar Holter, Bill Rahko & Max Martin;Bill Rahko, Guy Berryman, Jonny Buckland, Will Champion, Chris Martin, Max Martin, Oscar Holter, RM, SUGA (슈가) & j-hope;Warner Music Group
No Role Modelz;J. Cole;147;147;97;66;2022-10-01;Rap, Conscious Hip-Hop;Phonix Beats, J. Cole & DJ Dahi;J. Cole, Phonix Beats, Suga-T, D-Shot, Studio Ton, DJ Paul, , E-40 & B-Legit;None
Bad Decisions;benny blanco, BTS & Snoop Dogg;148;117;6;7;2022-10-01;Pop, Rap, K-Pop (케이팝), Electronic, Electro-Pop, Pop Rap, Synthwave, Synth-Pop, Boy Band, South Korea, Genius Korea;benny blanco, Blake Slatkin & Cashmere Cat;benny blanco, Mike Posner, Blake Slatkin, Cashmere Cat & Snoop Dogg;None
Gangsta's Paradise;Coolio Featuring L.V.;149;138;99;62;2022-10-01;Pop, Rap, Soul Rap, Pop Rap, West Coast, Nineties, Soundtrack, Hardcore Hip-Hop, Soul, Gangsta Rap, Conscious Hip-Hop;Doug Rasheed;Coolio, L.V. (South Central Cartel), Stevie Wonder & Doug Rasheed;Reservoir Media
I'm Invincible;Ado;150;120;74;6;2022-10-01;Pop, Spotify Singles, Singer-Songwriter, Indie, Alternative, Teen Pop, Bubblegum Pop, Dream Pop, Indie Pop, Alternative Pop;None;Gaia Calderin;None
Don't Start Now;Dua Lipa;151;152;30;107;2022-10-01;Pop, TikTok, Nu Disco, EDM, Electro, House, Dance, Dance-Pop, UK;Ian Kirkpatrick & Drew Jurecka;Emily Warren, Ian Kirkpatrick, Caroline Ailin & Dua Lipa;None
Woman;Doja Cat;152;134;11;62;2022-10-01;Pop, TikTok, Dance-Pop, Pop Rap, Afrobeats;Aynzli Jones, Crate Classics, Linden Jay & Yeti Beats;Aynzli Jones, Jidenna, Lydia Asrat, Linden Jay, Aaron Horn, Yeti Beats & Doja Cat;Sony Music Entertainment
Good 4 U;Olivia Rodrigo;153;145;1;71;2022-10-01;Pop, TikTok, Alternative Rock, Pop-Punk, Pop-Rock, Teen Pop;Alexander 23 & Dan Nigro;;
Un Coco;Bad Bunny;154;130;29;20;2022-10-01;Pop, Reggaetón, Puerto Rico, Latin Urban, En Español, Latin Music;MAG, La Paciencia & Magicenelbeat;Bad Bunny;The Orchard
Vista Al Mar;Quevedo;155;-;155;1;2022-10-01;Pop, Reggaetón, Spanish Pop, Spanish Urban, Spanish Music, En Español;BlueFire;Quevedo;None
Take Me To Church;Hozier;156;159;123;83;2022-10-01;Rock, Pop, Pop-Rock, Soul Pop, Alternative Pop, Alternative, Piano Rock, Alternative Rock, Soul, Blue-Eyed Soul, Ballad, Dark Pop, Adult Alternative, LGBTQ+, Piano, Ireland;Rob Kirwan & Hozier;Hozier;None
Every Breath You Take;The Police;157;149;107;28;2022-10-01;Rock, Soft Rock, Eighties, Ballad, Dark Pop, Easy Listening, UK, Singer-Songwriter, Adult Contemporary, Pop-Rock, New Wave;The Police & Hugh Padgham;Sting;None
Sex, Drugs, Etc.;Beach Weather;158;164;158;3;2022-10-01;Pop, Indie Pop, Indie, Dream Pop;Alex Silverman & Sean Silverman;Alex Silverman, Sean Silverman, Nick Santino & Austin Scates;None
Static;Steve Lacy;159;183;159;2;2022-10-01;Pop, R&B, Soul, Psychedelic Soul, Neo Soul, Bedroom Pop;Steve Lacy;John Carroll Kirby & Steve Lacy;None
Butter;BTS;160;196;1;70;2022-10-01;Pop, K-Pop (케이팝), Electro-Pop, Funk, South Korea, Genius Korea, Dance-Pop, Dance, Boy Band;Ron Perry, Rob Grimaldi & Stephen Kirk;Ron Perry, Sebastian Garcia, Alex Bilowitz, RM, Stephen Kirk, Rob Grimaldi & Jenna Andrews;None
Riptide;Vance Joy;161;157;130;62;2022-10-01;Pop, Rock, Alternative Pop, Alternative Rock, Pop-Rock, Folk Pop, Ballad, Australia, Singer-Songwriter, Contemporary Folk, Adult Alternative, Adult Contemporary, Folk, Alternative, Folk Rock;John Castle, Edwin White & Vance Joy;Vance Joy;None
Dark Red;Steve Lacy;162;166;132;28;2022-10-01;Rock, R&B, Indie, Indie Rock, Neo Soul;Steve Lacy;Steve Lacy;None
2 Be Loved (Am I Ready);Lizzo;163;178;114;3;2022-10-01;Pop, Adult Contemporary, Funk-Pop, Nu Disco, Synth-Pop;ILYA & Max Martin;Savan Kotecha, Peter Svensson, Max Martin, ILYA & Lizzo;None
In Da Club;50 Cent;164;165;44;32;2022-10-01;Rap, Pop Rap, Hardcore Hip-Hop, New York, Hip-Hop, East Coast, Gangsta Rap;Dr. Dre & Mike Elizondo;50 Cent, &;Universal Music Group
Victoria’s Secret;Jax;165;150;109;8;2022-10-01;Rock, Pop, Punk Rock, Alternative Rock, Alternative Pop, Pop-Punk, Pop-Rock;Mark Nilan Jr. & Jesse Siebenberg;Mark Nilan Jr., Dan Henig & Jax (USA);None
Dakiti;Bad Bunny & Jhay Cortez;166;151;1;99;2022-10-01;Pop, Latin Pop, Puerto Rico, En Español, Latin Music, Latin Urban;La Paciencia & Tainy;Nydia Laner, Mora, Tainy, Fino Como El Haze, Jhayco & Bad Bunny;Rimas Music
The Real Slim Shady;Eminem;167;161;59;38;2022-10-01;Rap, Beef, Detroit, Hip-Hop, Hardcore Hip-Hop;Dr. Dre & Mel-Man;Eminem, & Mel-Man;None
Don't Stop Believin';Journey;168;174;125;88;2022-10-01;Rock, Piano Rock, Hard Rock, Adult Contemporary, Album-Oriented Rock (AOR), Piano, Glam Rock, Memes, Singer-Songwriter, Eighties;Kevin Elson & Mike Stone;Neal Schon, Steve Perry & Jonathan Cain;None
Traitor;Olivia Rodrigo;169;158;7;70;2022-10-01;Pop, Teen Pop, Ballad;Dan Nigro;Dan Nigro & Olivia Rodrigo;Universal Music Group
Belly Dancer;Imanbek & BYOR;170;156;132;14;2022-10-01;Pop, House, Dance;BYOR & Imanbek;None;None
She Had Me At Heads Carolina;Cole Swindell;171;169;81;13;2022-10-01;Country;Zach Crowell;Ashley Gorley, Cole Swindell, Jesse Frasure, Mark D. Sanders, Thomas Rhett & Tim Nichols;None
Prohibidox;Feid;172;-;172;1;2022-10-01;Pop, En Español, Latin Pop, Latin Urban, Colombia, Latin Music, Reggaetón;Federico Vindver & Rio Root;Feid, Wain & Federico Vindver;Universal Music Group
For My Hand;Burna Boy Featuring Ed Sheeran;173;170;52;11;2022-10-01;R&B, Pop, New Wave, UK R&B, Nigeria, UK, Afrobeats;P2J;Burna Boy, Ed Sheeran & P2J;Atlantic Records
Normal;Feid;174;143;75;10;2022-10-01;Pop, Reggaetón, Colombia, En Español, Latin Music, Latin Urban, Latin Pop;Sky Rompiendo, Jowan, Rolo, Feid & ICON Music;Sky Rompiendo & Feid;Universal Music Group
Drivers License;Olivia Rodrigo;175;173;1;89;2022-10-01;Pop, Beef, Piano, Ballad, Teen Pop;Dan Nigro;Dan Nigro & Olivia Rodrigo;Universal Music Group
Como Dormiste?;Rels B;176;127;51;7;2022-10-01;Pop, Dancehall, En Español, Spanish Pop, Spanish Urban, Spanish Music;L.E.X.U.Z, Ciey, KEITYN & Filly;Rels B, KEITYN & O’Neill;The Orchard
Yonaguni;Bad Bunny;177;168;3;68;2022-10-01;Pop, Japanese, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Smash David, Byrd, Tainy & FinesseGTB;OMI (PR), , Tainy, Smash David, FinesseGTB & Bad Bunny;Rimas Music & The Orchard
Take On Me;a-ha;178;179;139;55;2022-10-01;Pop, New Wave, Memes, Scandipop, Scandinavia, Eighties, Norge, Synth-Pop;Alan Tarney;Paul Waaktaar-Savoy, Morten Harket & Magne Furuholmen;None
Hotel California;Eagles;179;171;132;91;2022-10-01;Rock, Seventies, Singer-Songwriter, Pop-Rock;Bill Szymczyk;Don Henley, Don Felder &;None
The Motto;Tiesto & Ava Max;180;167;17;46;2022-10-01;Pop, Dark Pop, Electro, Nederland, Electro-Pop, EDM, Electro House, Dance-Pop, Dance;LOSTBOY & Tiësto;Tiësto, Ava Max, R.I.Pablo, LOSTBOY, Claudia Valentina & Sarah Blanchard;None
Envolver;Anitta;181;148;2;29;2022-10-01;Pop, Singer-Songwriter, Reggaetón, Brasil, En Español, Latin Music, Latin Urban, Latin Pop;Subelo NEO;Phantom (Producer), Freddy “El Syntethyzer”, Lenny Tavárez & Anitta;Warner Music Group
Dos Mil 16;Bad Bunny;182;153;20;20;2022-10-01;R&B, Pop, Trap, Latin Trap, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;MXV, C Gutta, MAG, La Paciencia & Hide Miyabi;Bad Bunny;The Orchard
Fleeting Lullaby;Ado;183;141;101;6;2022-10-01;Pop, Genius Japan, Japanese, J-Pop, Japan, Soundtrack, Anime;FAKE TYPE.;TOPHAMHAT-KYO;None
Mr. Brightside;The Killers;184;163;115;65;2022-10-01;Rock, Indie, Indie Rock, Pop-Rock, Rock Pop, Post-Punk, Adult Alternative, Alternative, Alternative Rock, Post-Punk Revival, New Wave;Jeff Saltzman & The Killers;Dave Keuning & Brandon Flowers;None
Blank Space;Taylor Swift;185;185;157;16;2022-10-01;Pop, Adult Contemporary, Electronic, Singer-Songwriter, Teen Pop, Synth-Pop, Electro-Pop;Shellback & Max Martin;Shellback, & Taylor Swift;None
Party En El Barrio;Paulo Londra Featuring Duki;186;-;186;1;2022-10-01;Rap, Latin Rap, Trap, Latin Trap, Argentina, En Español, Latin Urban, Latin Music;Angel López, Federico Vindver & Rio Root;Paulo Londra, Duki, Angel López, Federico Vindver & Rio Root;Warner Music Latina
Afraid To Feel;LF SYSTEM;187;160;102;13;2022-10-01;Pop, Garage House, Funky House, Scotland, UK, Cover, Remix, Dance-Pop, Alternative Dance, Alternative, Dance, Nu Disco, Electro, House, Electro House, Electro-Funk, Tech House;LF SYSTEM;LF SYSTEM;None
Dreams;Fleetwood Mac;188;182;10;102;2022-10-01;Rock, Yacht Rock, Dream Pop, Singer-Songwriter, Folk Rock, Seventies, Alternative Rock, Art Rock, Pop-Rock, Soft Rock, UK;Ken Caillat, Richard Dashut & Fleetwood Mac;Stevie Nicks;None
Lose Yourself;Eminem;189;187;25;33;2022-10-01;Rap, Memes, Anthem, Theme Song, Rap-Rock, Detroit, Hardcore Hip-Hop, Hip-Hop, Soundtrack;Eminem & Jeff Bass;Eminem, & Luis Resto;None
Thunderstruck;AC/DC;190;190;162;66;2022-10-01;Rock, Australia, Nineties, Hard Rock;Bruce Fairbairn;Malcolm Young & Angus Young;None
5 Foot 9;Tyler Hubbard;191;176;140;5;2022-10-01;Country, Pop;Tyler Hubbard & Jordan Schmidt;Tyler Hubbard, Jaren Johnston & Chase McGill;None
Freestyle;Lil Baby;192;193;192;3;2022-10-01;Rap, Freestyle, Atlanta Rap, Trap;Hide Miyabi, JRHITMAKER, The Martianz, Joseph DaVinci & Taz Taylor;Hide Miyabi, Joseph DaVinci, The Martianz, JRHITMAKER, Taz Taylor & Lil Baby;The Administration MP & Universal Music Group
World's Smallest Violin;AJR;193;194;189;3;2022-10-01;Rock, Pop, Folk Pop, Baroque Pop, Singer-Songwriter, Indie Pop, Memes, TikTok;Ryan Met;Adam Met, & Ryan Met;None
La Llevo Al Cielo;Chris Jedi, Chencho Corleone, Anuel AA & Nengo Flow;194;162;100;18;2022-10-01;Pop, Reggaetón, Latin Music, Latin Urban, Puerto Rico, Latin Pop, En Español;Gaby Music & Chris Jedi;Dímelo Ninow, Gaby Music, Dulce Como Candy, Kodeina, Edgar Andino, Chris Jedi, Anuel AA, Chencho Corleone & Ñengo Flow;None
There's Nothing Holdin' Me Back;Shawn Mendes;195;197;129;31;2022-10-01;Pop, Teen Pop, Dance Rock, Dance, Alternative Pop, Pop-Rock, Canada;Andrew Maury & Teddy Geiger;Geoff Warburton, Scott Harris, Teddy Geiger & Shawn Mendes;None
Kiss Me More;Doja Cat Featuring SZA;196;181;3;76;2022-10-01;R&B, Rap, Pop, Contemporary R&B, Pop-R&B, Dance, Dance-Pop, Pop Rap;Carter Lang, Rogét Chahayed, & Yeti Beats;Carter Lang, Doja Cat, Dr. Luke, Rogét Chahayed, SZA, tizhimself & Yeti Beats;Sony Music Entertainment
Thunder;Imagine Dragons;197;198;167;39;2022-10-01;Pop, Trap, Electronic Trap, Electro, Electronic, Alternative, Alternative Pop, Synth-Pop, Electro-Pop;Alex da Kid & Jayson DeZuzio;Dan Reynolds, Wayne Sermon, Ben McKee, Daniel Platzman, Alex da Kid & Jayson DeZuzio;None
POP!;NAYEON;198;144;30;13;2022-10-01;Pop, Dance-Pop, K-Pop (케이팝), K-Solo, South Korea, Genius Korea, Korean;None;이스란 (Lee Seu Ran), KENZIE (KOR), Hayden Chapman, Greg Bonnick & Ellen Berg;None
All Too Well (Taylor's Version);Taylor Swift;199;-;1;27;2022-10-01;Country, Pop, Art Pop, Folk Pop, Pop-Rock, Folk Rock, Alternative, Piano, Alternative Country, Alternative Pop, Alternative Rock, Adult Contemporary, Ballad, Singer-Songwriter, Pop Country;Taylor Swift & Jack Antonoff;Liz Rose & Taylor Swift;None
Hold My Hand;Lady Gaga;200;180;37;20;2022-10-01;Pop, New Wave, Adult Contemporary, Soft Rock, Pop-Rock, Ballad, Soundtrack;Lady Gaga & BloodPop®;BloodPop® & Lady Gaga;None
Unholy;Sam Smith & Kim Petras;1;-;1;1;2022-10-08;R&B, Pop, UK Pop, Electronic, TikTok, Dark Pop, Electro-Industrial, LGBTQ+, Alternative Pop, Alternative, Deutschland, UK, Alternative R&B, Dance-Pop;Blake Slatkin, Cirkut, ILYA, Jimmy Napes, Omer Fedi & Sam Smith;Blake Slatkin, Cirkut, ILYA, Jimmy Napes, Kim Petras, Omer Fedi & Sam Smith;None
